"Player","Season","Position","Min","Off. g+","g+ Boost","Off. Net g+","Def. g+","g-","Def. Net g+","Net g+","League"
"Liam Fraser","2023","DM","315","-0.08","-0.04","-0.11","-0.02","-0.04","-0.06","-0.17","MLS"
"Rikke Marie Madsen","2023","ST","730","-0.18","-0.02","-0.19","0","0.02","0.02","-0.17","NWSL"
"Esmir Bajraktarevic","2022","CM","141","-0.09","0","-0.09","-0.04","-0.03","-0.08","-0.17","MLS"
"Stanislav Ivanov","2022","W","940","-0.15","-0.02","-0.17","-0.02","0.02","0","-0.17","MLS"
"Jordan Perruzza","2022","W","286","-0.1","-0.01","-0.11","-0.02","-0.04","-0.06","-0.17","MLS"
"Michael Estrada","2022","ST","953","-0.14","0","-0.15","-0.02","0","-0.03","-0.17","MLS"
"Erik López","2021","W","960","-0.13","-0.02","-0.15","-0.04","0.02","-0.01","-0.17","MLS"
"Blake Bodily","2021","W","247","-0.13","-0.01","-0.15","0","-0.02","-0.02","-0.17","MLS"
"Edison Azcona","2021","W","66","-0.15","-0.01","-0.16","-0.04","0.03","-0.01","-0.17","MLS"
"Kylie Strom","2021","FB","396","-0.05","0.01","-0.04","-0.13","0","-0.13","-0.17","NWSL"
"Jodie Taylor","2021","ST","1022","-0.15","0","-0.15","-0.01","-0.01","-0.02","-0.17","NWSL"
"Juan Castilla","2021","AM","19","-0.17","-0.02","-0.19","0.01","0.01","0.02","-0.17","MLS"
"Erik Duenas","2020","FB","47","-0.14","0.01","-0.14","-0.09","0.06","-0.03","-0.17","MLS"
"Caden Clark","2020","W","299","-0.13","-0.03","-0.17","0.01","-0.01","0","-0.17","MLS"
"Jack De Vries","2020","AM","18","-0.02","-0.02","-0.05","-0.06","-0.07","-0.12","-0.17","MLS"
"Toni Pressley","2020","CB","319","0","0.01","0.01","0","-0.18","-0.18","-0.17","NWSL"
"Katie Stengel","2020","ST","107","-0.24","-0.02","-0.25","0.01","0.07","0.08","-0.17","NWSL"
"Michael Salazar","2020","W","15","-0.14","-0.01","-0.15","0","-0.02","-0.02","-0.17","MLS"
"Johan Blomberg","2019","CM","99","-0.08","0","-0.08","0.02","-0.1","-0.09","-0.17","MLS"
"Patrick Mullins","2019","ST","628","-0.14","-0.01","-0.14","-0.03","0.01","-0.02","-0.17","MLS"
"J.J. Williams","2019","ST","363","-0.13","-0.01","-0.14","0","-0.04","-0.03","-0.17","MLS"
"Christen Westphal","2019","FB","168","-0.07","-0.01","-0.07","-0.17","0.08","-0.1","-0.17","NWSL"
"Vincent Bezecourt","2019","AM","492","-0.05","-0.03","-0.09","-0.07","-0.01","-0.08","-0.17","MLS"
"Dani Weatherholt","2019","CM","1459","-0.08","-0.04","-0.12","-0.02","-0.03","-0.05","-0.17","NWSL"
"Ola Kamara","2019","ST","283","-0.17","-0.01","-0.18","-0.02","0.03","0.01","-0.17","MLS"
"Ashtone Morgan","2018","FB","1098","-0.09","-0.01","-0.1","-0.06","-0.01","-0.07","-0.17","MLS"
"Abby Elinsky","2018","FB","42","-0.01","0.01","0","-0.05","-0.12","-0.17","-0.17","NWSL"
"Tony Alfaro","2018","CB","234","-0.04","0","-0.04","0.01","-0.14","-0.13","-0.17","MLS"
"Anthony Jackson-Hamel","2018","ST","649","-0.12","-0.02","-0.14","-0.01","-0.02","-0.03","-0.17","MLS"
"Tiffany Weimer","2018","ST","95","-0.17","-0.02","-0.19","-0.01","0.02","0.02","-0.17","NWSL"
"Calum Mallace","2018","CM","50","-0.12","0","-0.11","-0.1","0.04","-0.06","-0.17","MLS"
"Nosa","2017","DM","78","-0.01","-0.02","-0.03","-0.13","-0.01","-0.14","-0.17","MLS"
"Cali Farquharson","2017","W","392","-0.12","-0.02","-0.13","-0.03","0","-0.03","-0.17","NWSL"
"Mauro Rosales","2017","W","75","-0.13","0.04","-0.09","-0.05","-0.03","-0.07","-0.17","MLS"
"Michael Ciani","2017","CB","588","-0.05","0.01","-0.04","-0.01","-0.11","-0.12","-0.17","MLS"
"Calum Mallace","2017","DM","329","-0.07","0","-0.07","-0.06","-0.04","-0.1","-0.17","MLS"
"Francois Affolter","2017","CB","545","-0.01","-0.01","-0.02","-0.01","-0.14","-0.15","-0.17","MLS"
"Omar Holness","2017","W","284","-0.09","-0.02","-0.11","0","-0.06","-0.06","-0.17","MLS"
"Harold Hanson","2017","W","6","-0.11","-0.01","-0.13","0","-0.04","-0.05","-0.17","MLS"
"Joseph Holland","2017","W","43","-0.1","-0.01","-0.12","-0.08","0.02","-0.06","-0.17","MLS"
"Emilie Haavi","2017","W","492","-0.12","-0.02","-0.14","0","-0.03","-0.03","-0.17","NWSL"
"Ben Swanson","2016","DM","22","-0.11","0.02","-0.09","-0.02","-0.06","-0.08","-0.17","MLS"
"Lo'eau LaBonta","2016","DM","766","-0.13","-0.01","-0.13","-0.04","0","-0.03","-0.17","NWSL"
"Dillon Serna","2016","W","322","-0.13","0","-0.13","-0.03","-0.01","-0.04","-0.17","MLS"
"Brittany Ratcliffe","2016","W","614","-0.14","-0.02","-0.16","0","-0.01","-0.01","-0.17","NWSL"
"Ethan White","2016","FB","751","-0.03","-0.04","-0.08","-0.09","-0.01","-0.1","-0.17","MLS"
"Eric Avila","2015","W","1426","-0.12","-0.04","-0.16","-0.01","0.01","0","-0.17","MLS"
"Martin Steuble","2014","CM","82","-0.11","0","-0.11","-0.05","-0.02","-0.06","-0.17","MLS"
"Taylor Morgan","2013","CM","19","-0.21","0","-0.2","-0.02","0.06","0.04","-0.17","MLS"
"John Stertzer","2013","AM","42","-0.07","-0.02","-0.09","-0.04","-0.03","-0.07","-0.17","MLS"
"Marcelo Saragosa","2013","DM","442","-0.1","0.01","-0.09","-0.05","-0.03","-0.08","-0.17","MLS"
"Ruben Bover","2013","W","151","-0.12","0.02","-0.1","-0.05","-0.02","-0.07","-0.17","MLS"
"Jerry Bengtson","2013","ST","1131","-0.14","-0.01","-0.14","-0.02","0","-0.03","-0.17","MLS"
"José Manuel Rivera","2013","CM","305","-0.1","-0.01","-0.11","-0.03","-0.03","-0.06","-0.17","MLS"
"Collin Martin","2013","W","385","-0.18","-0.01","-0.19","0","0.02","0.02","-0.17","MLS"
"Érik Correa","2013","ST","1139","-0.15","0.01","-0.15","0","-0.02","-0.03","-0.17","MLS"
"Alexandra Chidiac","2023","W","181","-0.17","0","-0.16","-0.01","-0.01","-0.01","-0.18","NWSL"
"Damir Kreilach","2023","ST","1398","-0.09","-0.04","-0.13","-0.03","-0.02","-0.05","-0.18","MLS"
"Chase Gasper","2023","FB","233","-0.02","-0.02","-0.04","-0.14","0","-0.14","-0.18","MLS"
"Ronald Donkor","2023","CM","63","-0.27","0","-0.26","0.09","0","0.09","-0.18","MLS"
"Nathan","2023","ST","665","-0.14","0","-0.14","-0.01","-0.03","-0.04","-0.18","MLS"
"Ilijah Paul","2023","ST","109","-0.16","-0.01","-0.17","-0.03","0.03","-0.01","-0.18","MLS"
"Ibrahim Aliyu","2023","ST","1330","-0.18","0","-0.18","0","-0.01","0","-0.18","MLS"
"Hamady Diop","2023","FB","46","-0.05","0.01","-0.05","-0.18","0.04","-0.14","-0.18","MLS"
"Delanie Sheehan","2022","AM","371","-0.14","-0.02","-0.17","0","-0.01","-0.01","-0.18","NWSL"
"Marissa Sheva","2022","W","361","-0.16","-0.04","-0.2","0","0.02","0.02","-0.18","NWSL"
"Katie Cousins","2022","W","3","-0.12","-0.01","-0.13","0","-0.05","-0.05","-0.18","NWSL"
"Kevin O'Toole","2022","W","302","-0.21","-0.01","-0.22","0.04","0","0.04","-0.18","MLS"
"Marcus Godinho","2021","FB","129","0.02","0","0.02","-0.06","-0.14","-0.19","-0.18","MLS"
"Machaela George","2021","FB","21","-0.06","0.01","-0.05","-0.03","-0.1","-0.13","-0.18","NWSL"
"Luis Caicedo","2021","CM","210","-0.08","0","-0.08","-0.06","-0.04","-0.1","-0.18","MLS"
"Samuel Adeniran","2021","ST","67","-0.09","-0.01","-0.1","-0.02","-0.06","-0.08","-0.18","MLS"
"Jake Davis","2021","CM","3","-0.25","0","-0.25","-0.02","0.08","0.07","-0.18","MLS"
"Michelle Alozie","2021","W","133","-0.14","0","-0.14","-0.03","-0.01","-0.04","-0.18","NWSL"
"Matheus Aias","2021","ST","23","-0.17","-0.01","-0.18","0","0","0","-0.18","MLS"
"Jack Maher","2020","CB","133","-0.09","0.02","-0.07","-0.03","-0.08","-0.11","-0.18","MLS"
"Sam Nicholson","2020","W","180","-0.22","0.01","-0.21","0","0.03","0.03","-0.18","MLS"
"Chris Duvall","2020","FB","599","-0.05","-0.02","-0.08","-0.07","-0.03","-0.1","-0.18","MLS"
"Jordyn Listro","2020","DM","282","-0.06","-0.03","-0.09","0.01","-0.1","-0.09","-0.18","NWSL"
"Brittany Ratcliffe","2020","W","355","-0.14","-0.01","-0.15","-0.01","-0.02","-0.03","-0.18","NWSL"
"Mason Toye","2020","ST","597","-0.12","0.01","-0.11","-0.03","-0.04","-0.07","-0.18","MLS"
"Patrick Metcalfe","2020","CM","223","-0.11","0","-0.11","-0.01","-0.06","-0.07","-0.18","MLS"
"Caitlin Foord","2019","ST","918","-0.19","0.02","-0.17","-0.02","0.02","-0.01","-0.18","NWSL"
"Marc Burch","2018","FB","451","-0.04","0.02","-0.02","-0.06","-0.09","-0.15","-0.18","MLS"
"Savannah Jordan","2018","ST","454","-0.16","-0.01","-0.17","0","-0.01","0","-0.18","NWSL"
"Chris Schuler","2018","CB","857","-0.11","0","-0.11","0.03","-0.11","-0.07","-0.18","MLS"
"Zachary Herivaux","2018","CM","179","-0.11","0.01","-0.11","-0.03","-0.05","-0.08","-0.18","MLS"
"Sebastien Le Toux","2017","W","805","-0.12","0","-0.12","-0.02","-0.03","-0.06","-0.18","MLS"
"Katie Bowen","2017","W","1148","-0.09","-0.05","-0.13","-0.04","-0.01","-0.05","-0.18","NWSL"
"Mallory Weber","2017","W","631","-0.1","-0.02","-0.11","-0.06","-0.01","-0.07","-0.18","NWSL"
"Lamar Neagle","2017","W","1359","-0.1","-0.02","-0.12","-0.04","-0.03","-0.07","-0.18","MLS"
"Ben McKendry","2017","CM","97","-0.11","0","-0.11","0.02","-0.1","-0.07","-0.18","MLS"
"Jaime Villarreal","2017","DM","411","-0.11","0.01","-0.1","-0.03","-0.06","-0.09","-0.18","MLS"
"Omer Damari","2016","W","102","-0.11","-0.01","-0.12","-0.04","-0.01","-0.05","-0.18","MLS"
"Ghoutia Karchouni","2016","W","112","-0.07","-0.01","-0.08","-0.08","-0.02","-0.1","-0.18","NWSL"
"Jefferson Mena","2016","CB","1401","-0.13","0","-0.12","-0.06","0.01","-0.05","-0.18","MLS"
"Coy Craft","2016","ST","25","-0.08","-0.01","-0.09","0","-0.09","-0.09","-0.18","MLS"
"Mark Delgado","2014","W","1226","-0.12","-0.01","-0.14","-0.02","-0.02","-0.04","-0.18","MLS"
"Adam Jahn","2014","ST","204","-0.16","0","-0.17","0.04","-0.05","-0.01","-0.18","MLS"
"Jonny Steele","2014","W","694","-0.12","-0.01","-0.13","-0.04","-0.02","-0.05","-0.18","MLS"
"Andrew Jacobson","2014","DM","608","-0.09","-0.02","-0.11","-0.04","-0.03","-0.08","-0.18","MLS"
"Aaron Maund","2013","CB","301","-0.06","0.02","-0.04","-0.12","-0.01","-0.13","-0.18","MLS"
"Bryan de la Fuente","2013","W","949","-0.13","-0.01","-0.14","-0.03","-0.01","-0.04","-0.18","MLS"
"London Woodberry","2013","CB","408","-0.04","0.02","-0.02","-0.08","-0.09","-0.17","-0.18","MLS"
"Stephen Afrifa","2023","ST","65","-0.22","-0.01","-0.23","0.05","0","0.05","-0.19","MLS"
"Jackson Conway","2023","ST","61","-0.18","-0.01","-0.19","0.04","-0.03","0","-0.19","MLS"
"Martín Cáceres","2023","CB","1450","-0.04","-0.02","-0.05","-0.09","-0.04","-0.13","-0.19","MLS"
"Bryce Duke","2023","AM","2065","-0.15","-0.04","-0.19","0.01","-0.01","0","-0.19","MLS"
"Joaquín Torres","2023","AM","422","-0.19","-0.01","-0.19","0.01","0","0.01","-0.19","MLS"
"Ethan Zubak","2023","ST","188","-0.19","0","-0.19","0.06","-0.05","0","-0.19","MLS"
"Ryan Gareis","2023","W","454","-0.12","-0.01","-0.13","-0.03","-0.03","-0.05","-0.19","NWSL"
"Diego Gutiérrez","2023","W","293","-0.12","-0.02","-0.14","-0.02","-0.03","-0.05","-0.19","MLS"
"Clara Robbins","2023","CM","97","-0.17","-0.01","-0.17","0","-0.02","-0.02","-0.19","NWSL"
"Themi Antonoglou","2023","FB","521","-0.07","-0.01","-0.09","-0.03","-0.08","-0.11","-0.19","MLS"
"Kristian Fletcher","2022","W","71","-0.2","-0.01","-0.21","0.01","0.02","0.02","-0.19","MLS"
"Tah Brian Anunga","2022","CM","959","-0.14","-0.04","-0.17","0","-0.02","-0.02","-0.19","MLS"
"Kelley O'Hara","2022","FB","426","0.02","-0.06","-0.04","-0.06","-0.08","-0.15","-0.19","NWSL"
"Jake Mulraney","2022","W","1031","-0.13","-0.01","-0.13","-0.06","0","-0.06","-0.19","MLS"
"Caden Clark","2022","W","577","-0.14","-0.03","-0.17","-0.01","-0.01","-0.02","-0.19","MLS"
"Judson","2022","DM","718","-0.13","-0.02","-0.14","-0.02","-0.03","-0.05","-0.19","MLS"
"Khiry Shelton","2022","ST","1544","-0.19","0","-0.19","0","0","0","-0.19","MLS"
"Mender García","2022","W","573","-0.16","-0.01","-0.17","-0.01","-0.01","-0.02","-0.19","MLS"
"Aké Arnaud Loba","2022","ST","421","-0.17","-0.01","-0.18","-0.03","0.01","-0.01","-0.19","MLS"
"Jackson Hopkins","2022","W","1009","-0.11","-0.02","-0.13","-0.06","-0.01","-0.07","-0.19","MLS"
"Fanendo Adi","2021","ST","250","-0.13","-0.01","-0.14","-0.01","-0.03","-0.04","-0.19","MLS"
"Alyssa Mautz","2021","W","379","-0.16","-0.01","-0.17","-0.01","-0.01","-0.02","-0.19","NWSL"
"Dejan Joveljic","2021","ST","806","-0.19","0","-0.2","-0.03","0.04","0.01","-0.19","MLS"
"Nico Lemoine","2021","ST","62","-0.14","-0.01","-0.15","-0.04","0.01","-0.04","-0.19","MLS"
"Sinclaire Miramontez","2021","FB","422","-0.07","0","-0.06","-0.02","-0.11","-0.13","-0.19","NWSL"
"Jordy Delem","2021","CM","53","-0.07","0","-0.07","-0.11","-0.01","-0.12","-0.19","MLS"
"Brayan Beckeles","2020","FB","80","-0.01","-0.01","-0.02","-0.16","-0.01","-0.17","-0.19","MLS"
"Harry Shipp","2020","W","52","-0.2","-0.01","-0.22","0.02","0.01","0.03","-0.19","MLS"
"Averie Collins","2020","ST","36","-0.18","-0.02","-0.2","-0.02","0.03","0.01","-0.19","NWSL"
"Ryan Raposo","2020","W","332","-0.18","-0.01","-0.19","0.02","-0.03","0","-0.19","MLS"
"Tierna Davidson","2020","CB","122","0.13","-0.03","0.1","-0.03","-0.27","-0.29","-0.19","NWSL"
"Julie King","2019","CB","140","-0.06","0.02","-0.04","-0.12","-0.03","-0.15","-0.19","NWSL"
"Eric Calvillo","2019","W","85","-0.22","0.01","-0.21","0.01","0.02","0.03","-0.19","MLS"
"Forrest Lasso","2019","CB","428","-0.01","0.02","0.01","0.05","-0.25","-0.2","-0.19","MLS"
"Rodolfo Zelaya","2019","W","134","-0.07","-0.01","-0.08","-0.13","0.02","-0.11","-0.19","MLS"
"Brooke Elby","2019","W","388","-0.06","-0.02","-0.08","-0.11","0","-0.11","-0.19","NWSL"
"Maegan Kelly","2019","W","227","-0.17","0","-0.17","-0.02","0","-0.02","-0.19","NWSL"
"Megan Crosson","2018","FB","97","-0.06","0.02","-0.04","0","-0.14","-0.14","-0.19","NWSL"
"Tomás Conechny","2018","AM","87","-0.03","-0.03","-0.07","0","-0.12","-0.12","-0.19","MLS"
"Joe Mason","2018","ST","828","-0.11","0","-0.11","-0.04","-0.04","-0.07","-0.19","MLS"
"Vytautas Andriuskevicius","2018","FB","39","0.01","0.01","0.01","-0.01","-0.19","-0.2","-0.19","MLS"
"Ian Harkes","2018","CM","385","-0.1","-0.02","-0.12","-0.05","-0.02","-0.07","-0.19","MLS"
"Cole Bassett","2018","CM","358","-0.12","-0.01","-0.13","-0.06","0","-0.07","-0.19","MLS"
"Igor Julião","2017","FB","48","0.08","0.01","0.08","-0.04","-0.23","-0.27","-0.19","MLS"
"Elizabeth Eddy","2017","W","76","-0.08","-0.01","-0.1","-0.08","-0.01","-0.09","-0.19","NWSL"
"Raul Mendiola","2017","AM","50","-0.16","-0.02","-0.18","0.02","-0.02","-0.01","-0.19","MLS"
"Jamia Fields","2017","ST","673","-0.12","-0.01","-0.14","-0.05","-0.01","-0.06","-0.19","NWSL"
"Katie Stengel","2016","ST","1009","-0.17","-0.01","-0.17","-0.02","0.01","-0.01","-0.19","NWSL"
"Molly Menchel","2016","FB","203","-0.06","-0.01","-0.07","0.05","-0.17","-0.12","-0.19","NWSL"
"Maureen Fitzgerald","2016","W","140","-0.17","-0.01","-0.18","-0.01","-0.01","-0.01","-0.19","NWSL"
"Anatole Bertrand-Abang","2016","ST","260","-0.2","0.01","-0.19","0.02","-0.02","0","-0.19","MLS"
"Ariel Lassiter","2015","DM","22","-0.04","0.02","-0.02","-0.04","-0.13","-0.17","-0.19","MLS"
"Tommy Meyer","2015","CB","394","-0.19","0","-0.19","0.04","-0.05","-0.01","-0.19","MLS"
"Samuel Inkoom","2014","W","78","-0.1","-0.01","-0.11","-0.04","-0.04","-0.08","-0.19","MLS"
"Atiba Harris","2014","W","1708","-0.09","-0.07","-0.15","-0.02","-0.02","-0.04","-0.19","MLS"
"Conor Shanosky","2013","CB","383","-0.05","0.01","-0.04","-0.07","-0.08","-0.15","-0.19","MLS"
"Caden Glover","2023","DM","18","0","0","0","-0.1","-0.1","-0.2","-0.2","MLS"
"Ayo Akinola","2023","ST","724","-0.17","-0.02","-0.19","0.01","-0.02","-0.01","-0.2","MLS"
"Ava Cook","2023","ST","1005","-0.14","-0.01","-0.15","-0.05","-0.01","-0.05","-0.2","NWSL"
"Lawson Sunderland","2023","CM","70","-0.14","0","-0.13","0.01","-0.08","-0.07","-0.2","MLS"
"Kadin Chung","2022","FB","495","-0.07","0.01","-0.06","-0.04","-0.09","-0.13","-0.2","MLS"
"Tega Ikoba","2022","ST","32","-0.1","-0.01","-0.12","0","-0.08","-0.08","-0.2","MLS"
"Paige Nielsen","2022","CB","1440","-0.04","-0.04","-0.07","-0.07","-0.05","-0.13","-0.2","NWSL"
"Channing Foster","2022","ST","4","-0.18","-0.02","-0.2","0","0","0","-0.2","NWSL"
"Foster Langsdorf","2021","ST","38","-0.14","-0.01","-0.16","-0.04","0","-0.04","-0.2","MLS"
"Hannah Betfort","2021","ST","6","-0.07","-0.02","-0.08","0","-0.11","-0.11","-0.2","NWSL"
"Katie McClure","2021","W","618","-0.17","0.02","-0.15","0","-0.05","-0.05","-0.2","NWSL"
"Jordan Baggett","2021","AM","93","-0.13","-0.02","-0.15","-0.02","-0.03","-0.05","-0.2","NWSL"
"Rodrigo Piñeiro","2021","W","16","-0.32","-0.01","-0.34","0.08","0.05","0.13","-0.2","MLS"
"Danny Hoesen","2021","ST","329","-0.16","0","-0.17","-0.03","-0.01","-0.04","-0.2","MLS"
"Chelsee Washington","2020","W","215","-0.1","-0.01","-0.12","-0.05","-0.04","-0.08","-0.2","NWSL"
"Amber Brooks","2020","CB","397","0.04","-0.01","0.03","-0.19","-0.04","-0.23","-0.2","NWSL"
"Axel Sjöberg","2020","CB","180","-0.02","0.01","0","0.02","-0.21","-0.2","-0.2","MLS"
"Savannah Uveges","2020","W","63","-0.14","-0.01","-0.15","0.02","-0.07","-0.05","-0.2","NWSL"
"Theo Bair","2020","ST","390","-0.13","-0.04","-0.17","0.02","-0.06","-0.03","-0.2","MLS"
"Wilfried Zahibo","2020","DM","281","-0.18","0","-0.18","-0.01","-0.01","-0.02","-0.2","MLS"
"Carlin Hudson","2019","W","67","-0.04","-0.01","-0.05","-0.01","-0.14","-0.14","-0.2","NWSL"
"Ayo Akinola","2019","ST","288","-0.12","-0.02","-0.14","-0.08","0.02","-0.06","-0.2","MLS"
"Jalen Robinson","2019","CB","472","-0.06","0.01","-0.04","-0.03","-0.13","-0.16","-0.2","MLS"
"Griffin Yow","2019","W","67","-0.13","-0.01","-0.15","0","-0.06","-0.05","-0.2","MLS"
"Ken Krolicki","2019","CM","587","-0.11","-0.03","-0.15","-0.06","0","-0.06","-0.2","MLS"
"Jamia Fields","2019","W","493","-0.12","0","-0.11","-0.08","-0.01","-0.09","-0.2","NWSL"
"Douglas Martínez","2019","ST","66","-0.16","-0.03","-0.19","0","-0.02","-0.02","-0.2","MLS"
"Liam Fraser","2018","CM","657","-0.02","-0.05","-0.08","-0.1","-0.02","-0.12","-0.2","MLS"
"Marco Farfan","2018","FB","573","-0.11","0.01","-0.1","0","-0.11","-0.11","-0.2","MLS"
"Hayley Dowd","2017","W","29","-0.22","-0.01","-0.23","-0.02","0.05","0.03","-0.2","NWSL"
"John Stertzer","2017","W","76","-0.24","-0.01","-0.26","-0.01","0.07","0.06","-0.2","MLS"
"Justin Davis","2017","FB","541","-0.06","0","-0.06","-0.15","0","-0.15","-0.2","MLS"
"Mike da Fonte","2017","FB","1348","-0.07","0","-0.06","-0.05","-0.09","-0.14","-0.2","MLS"
"Aaron Kovar","2016","W","855","-0.11","-0.04","-0.15","-0.03","-0.03","-0.05","-0.2","MLS"
"Collin Fernandez","2015","ST","10","-0.21","-0.01","-0.22","0.05","-0.02","0.02","-0.2","MLS"
"Anthony Jackson-Hamel","2014","W","152","-0.16","-0.01","-0.18","0","-0.02","-0.02","-0.2","MLS"
"Lewis Neal","2014","W","1016","-0.11","-0.04","-0.15","-0.02","-0.02","-0.04","-0.2","MLS"
"Santiago González","2014","ST","120","-0.16","-0.01","-0.17","-0.05","0.02","-0.02","-0.2","MLS"
"Dani Fragoso","2014","ST","19","-0.14","-0.01","-0.15","-0.06","0","-0.06","-0.2","MLS"
"Ethan Finlay","2013","W","474","-0.17","0.01","-0.16","-0.03","-0.02","-0.04","-0.2","MLS"
"Jonas Elmer","2013","FB","143","-0.08","0.01","-0.07","-0.05","-0.08","-0.13","-0.2","MLS"
"José Fajardo","2023","ST","276","-0.12","0","-0.13","-0.04","-0.04","-0.08","-0.21","MLS"
"Moses Nyeman","2023","CM","36","-0.19","0","-0.18","-0.07","0.05","-0.02","-0.21","MLS"
"Justin Rasmussen","2023","FB","378","-0.09","-0.02","-0.1","-0.04","-0.07","-0.11","-0.21","MLS"
"Samuel Adeniran","2022","ST","79","-0.2","-0.01","-0.21","-0.02","0.03","0","-0.21","MLS"
"Rosie White","2021","AM","47","-0.15","-0.02","-0.17","-0.02","-0.01","-0.03","-0.21","NWSL"
"Makamae Gomera-Stevens","2021","W","489","-0.15","-0.03","-0.18","-0.03","0.01","-0.03","-0.21","NWSL"
"Dom Dwyer","2021","ST","555","-0.18","-0.02","-0.2","-0.01","-0.01","-0.01","-0.21","MLS"
"Nico Lemoine","2020","W","159","-0.16","-0.01","-0.17","-0.05","0.01","-0.04","-0.21","MLS"
"Samantha Hiatt","2020","DM","15","-0.24","0","-0.24","0.13","-0.1","0.03","-0.21","NWSL"
"Rylee Baisden","2020","ST","103","-0.14","-0.02","-0.16","-0.01","-0.05","-0.06","-0.21","NWSL"
"Lauren Milliet","2019","CM","51","-0.18","-0.01","-0.19","-0.03","0.01","-0.02","-0.21","NWSL"
"Marquinhos Pedroso","2019","FB","438","-0.08","-0.01","-0.09","-0.12","0.01","-0.12","-0.21","MLS"
"Zoltán Stieber","2019","W","352","-0.18","0.01","-0.17","-0.03","-0.02","-0.04","-0.21","MLS"
"Shawn Barry","2018","FB","218","-0.02","0","-0.02","-0.07","-0.12","-0.19","-0.21","MLS"
"David Choinière","2018","CB","18","-0.14","0.03","-0.11","-0.27","0.17","-0.1","-0.21","MLS"
"Kristoffer Reaves","2018","FB","181","-0.05","-0.01","-0.05","-0.1","-0.06","-0.16","-0.21","MLS"
"Lindsay Agnew","2017","ST","326","-0.14","-0.03","-0.17","0.01","-0.04","-0.03","-0.21","NWSL"
"Jack McBean","2017","ST","787","-0.13","-0.04","-0.17","0","-0.04","-0.04","-0.21","MLS"
"Cristian Martínez","2017","AM","267","-0.09","-0.11","-0.2","0","-0.01","-0.02","-0.21","MLS"
"Devon Sandoval","2016","ST","289","-0.17","-0.01","-0.18","0.04","-0.07","-0.03","-0.21","MLS"
"Leandro Barrera","2015","W","168","-0.16","0","-0.16","-0.01","-0.03","-0.05","-0.21","MLS"
"Josh Gardner","2014","FB","94","-0.08","0.01","-0.07","-0.12","-0.01","-0.14","-0.21","MLS"
"Danny Mwanga","2014","ST","237","-0.19","-0.01","-0.2","-0.01","0","-0.02","-0.21","MLS"
"Marvin Iraheta","2013","CM","615","-0.14","0","-0.14","-0.03","-0.03","-0.06","-0.21","MLS"
"Julio Morales","2013","ST","837","-0.15","-0.02","-0.17","-0.02","-0.02","-0.04","-0.21","MLS"
"Miguel Berry","2023","ST","1217","-0.2","0","-0.2","0","-0.01","-0.02","-0.22","MLS"
"McKenzie Weinert","2023","W","60","-0.25","-0.01","-0.26","-0.02","0.07","0.04","-0.22","NWSL"
"Paul Rothrock","2023","W","63","-0.14","-0.02","-0.15","-0.03","-0.04","-0.07","-0.22","MLS"
"Luke Haakenson","2023","W","356","-0.17","-0.01","-0.19","0","-0.03","-0.04","-0.22","MLS"
"Obed Vargas","2021","W","79","-0.15","-0.01","-0.17","0","-0.05","-0.05","-0.22","MLS"
"Luke Singh","2021","CB","489","-0.11","0","-0.1","-0.03","-0.08","-0.12","-0.22","MLS"
"Lisandro López","2021","ST","149","-0.2","-0.01","-0.21","-0.02","0.01","-0.01","-0.22","MLS"
"Yuki Nagasato","2021","W","1807","-0.11","-0.05","-0.16","-0.04","-0.03","-0.06","-0.22","NWSL"
"Irakoze Donasiyano","2021","CM","33","-0.11","0","-0.1","-0.12","0","-0.12","-0.22","MLS"
"Tom Pettersson","2021","CB","390","-0.04","-0.02","-0.06","0.01","-0.18","-0.17","-0.22","MLS"
"Maegan Kelly","2020","W","25","-0.13","-0.01","-0.14","-0.06","-0.02","-0.07","-0.22","NWSL"
"Aljaz Struna","2020","CB","1276","0","-0.04","-0.04","-0.15","-0.03","-0.17","-0.22","MLS"
"Andrés Flores","2020","W","205","-0.16","-0.02","-0.19","-0.03","0","-0.03","-0.22","MLS"
"Seth Sinovic","2020","FB","19","-0.01","0.01","0","-0.16","-0.06","-0.22","-0.22","MLS"
"Luis Felipe Fernandes","2020","CM","217","-0.07","-0.01","-0.08","-0.06","-0.09","-0.15","-0.22","MLS"
"Bryce Duke","2020","CM","266","-0.23","0.01","-0.22","-0.01","0.01","0","-0.22","MLS"
"Sam Johnson","2019","ST","1408","-0.17","-0.01","-0.19","-0.01","-0.02","-0.03","-0.22","MLS"
"Juan David Cabezas","2019","DM","618","-0.08","-0.01","-0.08","-0.07","-0.07","-0.14","-0.22","MLS"
"Eduardo Sosa","2019","ST","358","-0.12","-0.04","-0.16","-0.02","-0.04","-0.06","-0.22","MLS"
"Michael Salazar","2019","ST","191","-0.16","-0.03","-0.2","-0.02","0","-0.03","-0.22","MLS"
"Giles Barnes","2018","ST","618","-0.17","-0.01","-0.18","-0.01","-0.02","-0.03","-0.22","MLS"
"Rodrigo Pacheco","2018","W","25","-0.13","-0.01","-0.15","-0.02","-0.05","-0.07","-0.22","MLS"
"Miles Robinson","2018","CB","326","-0.06","-0.01","-0.07","-0.19","0.04","-0.15","-0.22","MLS"
"Cédric Hountondji","2018","W","7","0.02","0","0.02","-0.3","0.06","-0.24","-0.22","MLS"
